Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Bean
Origin",Flavour Rating
TCHO,West Africa,1716,2016,62%,U.S.A.,2,Forastero,West Africa,Dissapointing
TCHO,Peru- Ecuador,915,2012,99%,U.S.A.,3, ,"Peru, Ecuador",Satisfactory
TCHO,TCHOPro 60.5,387,2009,60%,U.S.A.,3, ,Unspecified,Satisfactory
TCHO,TCHOPro 68,387,2009,68%,U.S.A.,3, ,Unspecified,Satisfactory
TCHO,Chocolatey-beta,199,2008,70%,U.S.A.,2,Forastero,Ghana,Dissapointing
TCHO,Fruity-beta,280,2008,70%,U.S.A.,2, ,Peru,Dissapointing
TCHO,Citrus-beta,280,2008,70%,U.S.A.,3, ,Madagascar,Satisfactory
TCHO,Nutty-beta,284,2008,70%,U.S.A.,2, ,Peru,Dissapointing
Tejas,Concepcion,801,2012,70%,U.S.A.,3, ,Madagascar,Satisfactory
Tejas,Bayou Blend,801,2012,70%,U.S.A.,3,Blend,"Ecuador, Mad., PNG",Satisfactory
Tejas,Aranama,805,2012,70%,U.S.A.,3, ,Papua New Guinea,Satisfactory
Tejas,Presidio,805,2012,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Tejas,"La Bahia, w/ cane juice",817,2012,70%,U.S.A.,3, ,Ecuador,Satisfactory
Tejas,Capistrano,821,2012,70%,U.S.A.,2, ,Peru,Dissapointing
Tejas,"La Bahia, w/ cane sugar",825,2012,70%,U.S.A.,3, ,Ecuador,Satisfactory
Tejas,San Jose,829,2012,70%,U.S.A.,3, ,Bolivia,Satisfactory
Tejas,Capistrano*,829,2012,70%,U.S.A.,3, ,Madagascar,Satisfactory
Tejas,Espada,833,2012,70%,U.S.A.,3, ,Mexico,Satisfactory
Tejas,Espada,967,2012,70%,U.S.A.,3, ,Brazil,Satisfactory
Tejas,Concepcion*,971,2012,80%,U.S.A.,3, ,Venezuela,Satisfactory
Tejas,San Jose,971,2012,67%,U.S.A.,3, ,Bolivia,Satisfactory
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70%,U.S.A.,3,Forastero (Parazinho),Brazil,Satisfactory
Terroir,Peru,1478,2015,70%,U.S.A.,3, ,Peru,Satisfactory
Terroir,Belize,1478,2015,70%,U.S.A.,3.75,Trinitario,Belize,Praiseworthy
Terroir,Madagascar,1478,2015,70%,U.S.A.,3.75,Trinitario,Madagascar,Praiseworthy
Terroir,Ecuador,1482,2015,70%,U.S.A.,3, ,Ecuador,Satisfactory
Terroir,Oko Caribe,1554,2015,70%,U.S.A.,3, ,Domincan Republic,Satisfactory
Terroir,Guatemala,1558,2015,70%,U.S.A.,3.75,Trinitario,Guatemala,Praiseworthy
Terroir,Ecuador,1323,2014,77%,U.S.A.,3, ,Ecuador,Satisfactory
Terroir,Madagascar,1323,2014,67%,U.S.A.,3.75,Trinitario,Madagascar,Praiseworthy
Terroir,Uganda,1323,2014,73%,U.S.A.,3.75,Forastero,Uganda,Praiseworthy
The Barn,Peru,1614,2015,70%,Sweden,3, ,Peru,Satisfactory
Theo,Congo w/ nibs,903,2012,65%,U.S.A.,3,Forastero,Congo,Satisfactory
Theo,Madagascar,162,2007,65%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Theo,Ivory Coast,184,2007,75%,U.S.A.,2, ,Ivory Coast,Dissapointing
Theo,"Ghana, Kumasi",184,2007,84%,U.S.A.,3,Forastero,Ghana,Satisfactory
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91%,U.S.A.,2,Blend,Venezuela,Dissapointing
Theo,"Ghana, Panama, Ecuador",188,2007,75%,U.S.A.,3,Blend,"Ghana, Panama, Ecuador",Satisfactory
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70%,Japan,3, ,Peru,Satisfactory
Timo A. Meyer,"Belize, med roast",1836,2016,72%,Germany,3.75,"Trinitario, TCGA",Belize,Praiseworthy
To'ak (Ecuatoriana),Manabi,1418,2014,81%,Ecuador,3,Forastero (Nacional),Ecuador,Satisfactory
Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70%,France,4,Trinitario,Tobago,Premium
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77%,U.S.A.,3,Criollo,Bolivia,Satisfactory
Tocoti,Venezuela,789,2011,72%,U.S.A.,3, ,Venezuela,Satisfactory
Tocoti,Dominican Republic,789,2011,74%,U.S.A.,3, ,Dominican Republic,Satisfactory
Treehouse,Conacado,1239,2014,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72%,Madagascar,3, ,Madagascar,Satisfactory
twenty-four blackbirds,Oko Caribe,1700,2015,75%,U.S.A.,3, ,Domincan Republic,Satisfactory
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75%,U.S.A.,3, ,Ecuador,Satisfactory
twenty-four blackbirds,Madagascar,1235,2014,75%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
twenty-four blackbirds,Dominican Republic,1022,2013,68%,U.S.A.,3, ,Dominican Republic,Satisfactory
twenty-four blackbirds,Palos Blancos,1026,2013,75%,U.S.A.,2, ,Bolivia,Dissapointing
twenty-four blackbirds,Dominican Republic,753,2011,73%,U.S.A.,3, ,Dominican Republic,Satisfactory
Two Ravens,Peru,1740,2016,60%,U.S.A.,3,Criollo,Peru,Satisfactory
Un Dimanche A Paris,Dominican Republic,709,2011,63%,France,3.75, ,Dominican Republic,Praiseworthy
Undone,Matagalpa,1438,2014,74%,U.S.A.,3, ,Nicaragua,Satisfactory
Undone,Nourish,1438,2014,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Upchurch,"Madagascar, Sassy Bar",1752,2016,72%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Upchurch,"Tanzania, Party Bar",1752,2016,72%,U.S.A.,3, ,Tanzania,Satisfactory
Urzi,"Sur del Lago, Merida",1327,2014,65%,Italy,3,Trinitario,Venezuela,Satisfactory
Valrhona,"Piura, Illanka, Quemazon",1510,2015,63%,France,4, ,Peru,Premium
Valrhona,"Andoa, Grand Cru blend",1145,2013,70%,France,3, ,Unspecified,Satisfactory
Valrhona,"Loma Sotavento, 2013",1153,2013,64%,France,3, ,Dominican Republic,Satisfactory
Valrhona,"Otucan, Grand Cru",931,2012,69%,France,4, ,Venezuela,Premium
Valrhona,Caraque,709,2011,56%,France,3, ,Unspecified,Satisfactory
Valrhona,"Porcelana, Pedegral",757,2011,64%,France,4,Criollo,Venezuela,Premium
Valrhona,Tainori,327,2009,64%,France,3.75, ,Dominican Republic,Praiseworthy
Valrhona,Alpaco,370,2009,66%,France,3.75, ,Ecuador,Praiseworthy
Valrhona,Nyangbo,395,2009,68%,France,3,Forastero,Ghana,Satisfactory
Valrhona,Araguani,117,2007,72%,France,3,Blend,"Venezuela, Carribean",Satisfactory
Valrhona,Chuao 2002 P.,129,2007,65%,France,3.75,Trinitario,Venezuela,Praiseworthy
Valrhona,Manjari,129,2007,64%,France,4,"Criollo, Trinitario",Madagascar,Premium
Valrhona,Le Noir Extra Amer,147,2007,85%,France,1, ,Unspecified,Unpleasant
Valrhona,Abinao,153,2007,85%,France,2,Forastero,West Africa,Dissapointing
Valrhona,Le Noir Amer,157,2007,71%,France,3,Forastero,West Africa,Satisfactory
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64%,France,3,Criollo (Porcelana),Venezuela,Satisfactory
Valrhona,Caraibe,63,2006,66%,France,3,Trinitario,Carribean,Satisfactory
Valrhona,Guanaja,63,2006,70%,France,4,"Criollo, Trinitario",South America,Premium
Valrhona,Gran Couva 2005 P.,75,2006,64%,France,2,Trinitario,Trinidad,Dissapointing
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64%,France,3,Criollo (Porcelana),Venezuela,Satisfactory
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64%,France,3,Trinitario,Madagascar,Satisfactory
Vanleer (Barry Callebaut),Manhattan,963,2012,72%,U.S.A.,2,Forastero,Ghana,Dissapointing
Vanleer (Barry Callebaut),Napa,963,2012,65%,U.S.A.,3,Forastero,Ghana,Satisfactory
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Vicuna,Palos Blancos,1470,2015,70%,U.S.A.,3, ,Bolivia,Satisfactory
Vicuna,Palos Blancos + nibs,1470,2015,70%,U.S.A.,3, ,Bolivia,Satisfactory
Videri,Dominican Republic,1211,2014,90%,U.S.A.,3, ,Dominican Republic,Satisfactory
Videri,Trinidad,1211,2014,75%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Videri,Mindo,1227,2014,75%,U.S.A.,3, ,Ecuador,Satisfactory
Videri,Dark,1117,2013,90%,U.S.A.,3.75, ,Central and S. America,Praiseworthy
Videri,Classic,991,2012,70%,U.S.A.,3, ,Central and S. America,Satisfactory
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70%,France,3,Trinitario,Vietnam,Satisfactory
Vintage Plantations,San Martin,1205,2014,75%,U.S.A.,3, ,Peru,Satisfactory
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100%,U.S.A.,2,Forastero (Arriba),Ecuador,Dissapointing
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90%,U.S.A.,2,Forastero (Arriba),Ecuador,Dissapointing
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75%,U.S.A.,3,Forastero (Arriba),Ecuador,Satisfactory
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65%,U.S.A.,3,Forastero (Arriba),Ecuador,Satisfactory
Violet Sky,Sambirano Valley,1458,2015,77%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Violet Sky,Moho River Valley,1458,2015,77%,U.S.A.,3,"Criollo, Trinitario",Belize,Satisfactory
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Violet Sky,Peru,1458,2015,77%,U.S.A.,3,"Criollo, Trinitario",Peru,Satisfactory
Violet Sky,Cahabon,1502,2015,77%,U.S.A.,3,Trinitario,Guatemala,Satisfactory
Vivra,Peru,1720,2016,70%,U.S.A.,2, ,Peru,Dissapointing
Vivra,Ocumare,1720,2016,70%,U.S.A.,2, ,Venezuela,Dissapointing
Vivra,Dominican Republic,1724,2016,70%,U.S.A.,3, ,Domincan Republic,Satisfactory
Wellington Chocolate Factory,Conacado,1756,2016,70%,New Zealand,3,Trinitario,Dominican Republic,Satisfactory
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70%,New Zealand,3, ,Peru,Satisfactory
Whittakers,Ghana,733,2011,72%,New Zealand,2,Forastero,Ghana,Dissapointing
Wilkie's Organic,Amazonas,1169,2013,75%,Ireland,2,Criollo,Peru,Dissapointing
Wilkie's Organic,Amazonas,1169,2013,89%,Ireland,3,Criollo,Peru,Satisfactory
Wilkie's Organic,Tumbes,1169,2013,75%,Ireland,3,Criollo,Peru,Satisfactory
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75%,Ireland,3,Criollo,Peru,Satisfactory
Willie's Cacao,Los Llanos,1848,2016,70%,U.K.,4, ,Colombia,Premium
Willie's Cacao,Los Llanos,1227,2014,88%,U.K.,3,Trinitario,Colombia,Satisfactory
Willie's Cacao,"Java, Indonesian Black",1109,2013,100%,U.K.,2, ,Indonesia,Dissapointing
Willie's Cacao,Sambirano,593,2010,71%,U.K.,3,Trinitario,Madagascar,Satisfactory
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3, ,Venezuela,Satisfactory
Willie's Cacao,Java,593,2010,69%,U.K.,3.75, ,Indonesia,Praiseworthy
Willie's Cacao,San Martin,457,2009,70%,U.K.,3, ,Peru,Satisfactory
Willie's Cacao,Rio Caribe,457,2009,72%,U.K.,3,Trinitario,Venezuela,Satisfactory
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76%,U.S.A.,3, ,Bolivia,Satisfactory
Wm,"Ghana, 2013, batch 129",1916,2016,75%,U.S.A.,3.75, ,Ghana,Praiseworthy
Woodblock,"Maranon, Cajamarca",1243,2014,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70%,U.S.A.,3, ,Ecuador,Satisfactory
Woodblock,Gran Couva,1042,2013,70%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Woodblock,Ecuador,825,2012,70%,U.S.A.,2, ,Ecuador,Dissapointing
Woodblock,Costa Rica,825,2012,70%,U.S.A.,3, ,Costa Rica,Satisfactory
Woodblock,Sambirano,951,2012,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Woodblock,Ocumare,741,2011,70%,U.S.A.,4, ,Venezuela,Premium
Woodblock,La Red,769,2011,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Xocolat,Hispaniola,1057,2013,66%,Domincan Republic,3, ,Dominican Republic,Satisfactory
Xocolla,"Sambirano, batch 170102",1948,2017,70%,U.S.A.,3, ,Madagascar,Satisfactory
Xocolla,"Hispaniola, batch 170104",1948,2017,70%,U.S.A.,2, ,Dominican Republic,Dissapointing
Zak's,"Papua New Guinea, Batch 2",1574,2015,70%,U.S.A.,3, ,Papua New Guinea,Satisfactory
Zak's,"Dominican Republic, Batch D2",1578,2015,70%,U.S.A.,3, ,Domincan Republic,Satisfactory
Zak's,"Madagascar, Batch 2",1578,2015,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Zak's,"Peru, Batch 1",1578,2015,70%,U.S.A.,3, ,Peru,Satisfactory
Zak's,"Belize, Batch 2",1578,2015,70%,U.S.A.,3,Trinitario,Belize,Satisfactory
Zak's,"House Blend, Batch 2",1582,2015,60%,U.S.A.,3, ,Unspecified,Satisfactory
Zart Pralinen,"Millot P., Ambanja",1820,2016,70%,Austria,3,"Criollo, Trinitario",Madagascar,Satisfactory
Zart Pralinen,UNOCACE,1824,2016,70%,Austria,3,Nacional (Arriba),Ecuador,Satisfactory
Zart Pralinen,San Juan Estate,1824,2016,85%,Austria,3,Trinitario,Trinidad,Satisfactory
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3,"Criollo, Trinitario",Tanzania,Satisfactory
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3,"Criollo, Trinitario",Tanzania,Satisfactory
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78%,Austria,3,Trinitario,Trinidad,Satisfactory
Zokoko,Guadalcanal,1716,2016,78%,Australia,3.75, ,Solomon Islands,Praiseworthy
Zokoko,Goddess Blend,1780,2016,65%,Australia,3, ,Unspecified,Satisfactory
Zokoko,Alto Beni,697,2011,68%,Australia,3, ,Bolivia,Satisfactory
Zokoko,Tokiala,701,2011,66%,Australia,3,Trinitario,Papua New Guinea,Satisfactory
Zokoko,"Tranquilidad, Baures",701,2011,72%,Australia,3.75, ,Bolivia,Praiseworthy
Zotter,Raw,1205,2014,80%,Austria,3, ,Unspecified,Satisfactory
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72%,Austria,3, ,Panama,Satisfactory
Zotter,Amazonas Frucht,801,2012,65%,Austria,3, ,Unspecified,Satisfactory
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70%,Austria,3,Criollo (Amarru),Peru,Satisfactory
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70%,Austria,3,Criollo (Amarru),Peru,Satisfactory
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62%,Austria,3.75, ,Dominican Republic,Praiseworthy
Zotter,El Oro,879,2012,75%,Austria,3,Forastero (Nacional),Ecuador,Satisfactory
Zotter,Huiwani Coop,879,2012,75%,Austria,3,"Criollo, Trinitario",Papua New Guinea,Satisfactory
Zotter,El Ceibo Coop,879,2012,90%,Austria,3, ,Bolivia,Satisfactory
Zotter,Santo Domingo,879,2012,70%,Austria,3.75, ,Dominican Republic,Praiseworthy
Zotter,"Kongo, Highlands",883,2012,68%,Austria,3,Forastero,Congo,Satisfactory
Zotter,"Indianer, Raw",883,2012,58%,Austria,3, ,Unspecified,Satisfactory
Zotter,Peru,647,2011,70%,Austria,3.75, ,Peru,Praiseworthy
Zotter,Congo,749,2011,65%,Austria,3,Forastero,Congo,Satisfactory
Zotter,Kerala State,749,2011,65%,Austria,3,Forastero,India,Satisfactory
Zotter,Kerala State,781,2011,62%,Austria,3, ,India,Satisfactory
Zotter,"Brazil, Mitzi Blue",486,2010,65%,Austria,3, ,Brazil,Satisfactory
